season,episode,character,lines,words
1,01,Michael,97,1922
1,01,Jim,37,382
1,01,Pam,46,301
1,01,Dwight,33,401
1,01,Jan,12,139
1,01,Michel,1,1
1,01,Phyllis,2,7
1,01,Stanley,5,33
1,01,Oscar,6,115
1,01,Angela,5,97
1,01,Kevin,2,27
1,01,Ryan,10,62
1,01,Man,1,5
1,01,Roy,5,32
1,02,Michael,90,2147
1,02,Jim,33,370
1,02,Dwight,40,360
1,02,Pam,26,156
1,02,Oscar,3,6
1,02,Kevin,7,67
1,02,Toby,2,16
1,02,Stanley,5,23
1,02,Ryan,7,85
1,02,Angela,4,4
1,02,Kelly,1,6
1,03,Michael,69,1531
1,03,Pam,44,270
1,03,Jan,18,142
1,03,Jim,57,495
1,03,Dwight,88,1092
1,03,Stanley,6,43
1,03,Oscar,16,86
1,03,Kevin,6,34
1,03,Angela,5,26
1,03,Meredith,3,35
1,03,Ryan,1,11
1,04,Dwight,74,714
1,04,Michael,111,2122
1,04,Stanley,2,9
1,04,Pam,37,286
1,04,Phyllis,5,41
1,04,Angela,9,50
1,04,Jim,63,743
1,04,Kevin,3,6
1,04,Toby,7,34
1,04,Oscar,20,126
1,04,Ryan,5,13
1,04,Everybody,6,22
1,04,Meredith,15,114
1,04,Roy,3,28
1,05,Michael,132,2143
1,05,Dwight,44,300
1,05,Jim,27,243
1,05,Phyllis,4,27
1,05,Pam,17,183
1,05,Ryan,8,34
1,05,Lonny,5,37
1,05,Darryl,17,110
1,05,Everybody,2,2
1,05,Stanley,6,22
1,05,Oscar,2,16
1,05,Kevin,4,21
1,05,Angela,6,40
1,05,Roy,13,73
1,05,Teammates,1,1
1,05,Madge,3,13
1,05,Worker,5,26
1,05,Packer,1,2
1,06,Jan,8,71
1,06,Michael,128,1855
1,06,Dwight,44,519
1,06,Pam,49,224
1,06,Katy,73,380
1,06,Kevin,7,38
1,06,Ryan,21,110
1,06,Oscar,1,4
1,06,Toby,14,41
1,06,Roy,14,90
1,06,Jim,66,607
1,06,Stanley,3,22
1,06,Angela,3,18
1,06,Kelly,2,10
2,01,Michael,138,2079
2,01,Jim,42,305
2,01,Pam,48,365
2,01,Dwight,74,703
2,01,Stanley,8,86
2,01,Oscar,4,71
2,01,Kelly,9,72
2,01,Phyllis,23,114
2,01,Jan,9,103
2,01,Roy,7,43
2,01,Kevin,4,37
2,01,Darryl,1,6
2,01,Ryan,2,27
2,01,Angela,4,53
2,01,Everybody,1,2
2,01,Employee,1,16
2,01,Toby,6,62
2,01,Waitress,3,14
2,01,Manager,10,54
2,02,Michael,111,1759
2,02,Jim,22,210
2,02,Dwight,12,109
2,02,Ryan,1,6
2,02,Pam,41,309
2,02,Toby,26,252
2,02,Darryl,5,64
2,02,Roy,10,63
2,02,Kevin,9,37
2,02,Angela,4,33
2,02,Stanley,1,17
2,02,Meredith,1,5
2,02,Phyllis,6,37
2,02,Video,1,0
2,02,Jan,11,95
2,02,Albiny,2,24
2,02,Oscar,1,3
2,03,Michael,120,1536
2,03,Ryan,5,90
2,03,Dwight,87,801
2,03,Jim,72,579
2,03,Pam,45,266
2,03,Kevin,13,47
2,03,Oscar,13,92
2,03,Angela,8,73
2,03,Carol,18,116
2,03,Bill,2,17
2,03,Stanley,3,27
2,03,Phyllis,4,14
2,03,Meredith,1,1
2,03,Everyone,1,1
2,03,Crowd,1,3
2,03,Man,6,21
2,03,Toby,4,41
2,04,Pam,28,229
2,04,Jim,64,576
2,04,Michael,70,1079
2,04,Ryan,49,291
2,04,Dwight,70,738
2,04,Oscar,4,17
2,04,Angela,18,91
2,04,Phyllis,6,21
2,04,Kelly,4,13
2,04,Stanley,7,59
2,04,Meredith,4,28
2,04,Kevin,9,58
2,04,song,1,8
2,04,Song,6,10
2,04,Roy,6,58
2,04,Katy,11,49
2,04,Toby,2,36
2,05,Michael,150,1855
2,05,Pam,27,196
2,05,Sherri,11,58
2,05,Dwight,36,489
2,05,Jim,31,419
2,05,Phyllis,5,10
2,05,Oscar,7,14
2,05,Angela,14,76
2,05,Kevin,2,3
2,05,Kelly,3,30
2,05,Stanley,5,27
2,05,Ryan,1,11
2,05,Creed,27,237
2,05,Devon,8,82
2,05,Children,1,3
2,05,Kid,3,10
2,05,Toby,7,58
2,05,Jan,10,69
2,06,Dwight,68,601
2,06,Jim,49,414
2,06,Stanley,9,53
2,06,Pam,27,267
2,06,Michael,94,1274
2,06,Ryan,18,62
2,06,Kevin,4,10
2,06,Toby,3,21
2,06,Angela,6,38
2,06,Kelly,4,15
2,06,Ira,9,59
2,06,Master,9,60
2,06,Oscar,2,16
2,06,Meredith,1,8
2,06,Alyssa,1,4
2,07,Ryan,8,49
2,07,Jim,52,611
2,07,Pam,40,321
2,07,Jan,55,377
2,07,Michael,85,1223
2,07,Oscar,5,52
2,07,Toby,1,3
2,07,Kelly,1,8
2,07,Dwight,23,218
2,07,Christian,19,167
2,07,Hostess,1,3
2,07,Everyone,1,2
2,07,Phyllis,5,27
2,07,Roy,1,3
2,07,Kevin,2,11
2,07,Stanley,1,11
2,07,Angela,1,11
2,08,Dwight,50,595
2,08,Jim,48,361
2,08,Michael,123,1513
2,08,Pam,35,259
2,08,Stanley,5,51
2,08,Angela,2,50
2,08,Jan,60,611
2,08,Kevin,4,19
2,08,Oscar,5,74
2,08,Ryan,14,93
2,08,Kelly,1,9
2,09,Michael,126,1669
2,09,Jim,51,555
2,09,Kevin,12,102
2,09,Dwight,37,363
2,09,Oscar,6,48
2,09,Stanley,4,25
2,09,Angela,14,54
2,09,Pam,47,322
2,09,Mark,2,10
2,09,Ryan,6,30
2,09,Mary-Beth,17,125
2,09,Actor,1,6
2,09,Actress,1,1
2,09,Bill,6,74
2,09,Kelly,2,22
2,09,Phyllis,7,71
2,09,Toby,1,17
2,09,Roy,7,76
2,10,Dwight,51,496
2,10,Michael,94,1383
2,10,Kevin,14,150
2,10,Jim,27,371
2,10,Angela,10,61
2,10,Phyllis,8,60
2,10,Ryan,18,140
2,10,Pam,22,188
2,10,Darryl,12,61
2,10,Toby,7,65
2,10,Oscar,20,169
2,10,Stanley,5,31
2,10,All,1,3
2,10,Kelly,13,97
2,10,Creed,9,41
2,10,Meredith,12,63
2,10,JIm,1,1
2,10,Roy,8,77
2,11,Jim,32,262
2,11,Dwight,28,366
2,11,Pam,22,155
2,11,Michael,116,1653
2,11,Phyllis,8,35
2,11,Stanley,10,41
2,11,Meredith,3,4
2,11,Ryan,6,46
2,11,Kelly,7,45
2,11,Oscar,4,34
2,11,Darryl,5,28
2,11,Katy,14,98
2,11,Roy,16,184
2,11,Brenda,7,38
2,11,Angela,2,12
2,11,Jan,17,108
2,11,Toby,3,13
2,11,Creed,6,85
2,12,Oscar,4,28
2,12,Jim,61,396
2,12,Pam,57,329
2,12,Michael,131,1574
2,12,Phyllis,3,21
2,12,Kevin,1,3
2,12,Dwight,67,354
2,12,Ryan,16,121
2,12,Angela,6,35
2,12,Toby,13,105
2,12,Creed,1,11
2,12,Stanley,2,9
2,12,Meredith,1,5
2,12,Doctor,5,42
2,13,Jim,53,472
2,13,Pam,28,202
2,13,Michael,114,1271
2,13,Stanley,3,7
2,13,Ryan,14,80
2,13,Kevin,8,50
2,13,Dwight,54,701
2,13,Angela,5,20
2,13,Oscar,9,53
2,13,Kelly,5,51
2,13,Dana,9,43
2,13,Toby,3,27
2,13,Phylis,1,8
2,13,Creed,3,24
2,13,Gil,2,3
2,14,Ryan,13,108
2,14,Jim,36,311
2,14,Michael,126,1669
2,14,Pam,28,321
2,14,Kevin,8,51
2,14,Toby,8,28
2,14,Creed,9,48
2,14,Dwight,47,407
2,14,Kelly,13,289
2,14,Stanley,8,55
2,14,Oscar,5,40
2,14,Roy,8,43
2,14,Angela,4,30
2,14,Phyllis,2,13
2,14,Darryl,5,24
2,14,Ed,9,65
2,14,Packer,7,25
2,14,Todd,1,10
2,15,Jan,55,685
2,15,Pam,34,380
2,15,Michael,100,1243
2,15,Dwight,20,293
2,15,Jim,26,118
2,15,Darryl,29,248
2,15,Roy,25,184
2,15,Kevin,4,34
2,15,Meredith,5,33
2,15,Phyllis,9,61
2,15,Angela,5,69
2,15,Kelly,9,117
2,15,Women,1,0
2,15,Ryan,2,22
2,15,Lonny,3,37
2,15,Madge,2,9
2,15,Guy,4,14
2,15,Men,1,0
2,15,Stanley,1,9
2,16,Pam,30,246
2,16,Meredith,3,12
2,16,Phyllis,5,17
2,16,Michael,53,1309
2,16,Dwight,29,283
2,16,Oscar,5,29
2,16,Jim,25,264
2,16,Kelly,13,208
2,16,Ryan,4,21
2,16,Kevin,8,60
2,16,Angela,4,29
2,16,Craig,12,126
2,16,Josh,11,76
2,16,Jan,16,198
2,16,David,12,111
2,16,Dan,1,7
2,16,Roy,5,34
2,16,Creed,3,14
2,16,Receptionist,2,19
2,16,Devon,1,17
2,17,Michael,75,1526
2,17,Dwight,64,749
2,17,Jim,36,442
2,17,Creed,4,30
2,17,Ryan,14,130
2,17,Pam,24,253
2,17,Phyllis,8,83
2,17,Oscar,3,58
2,17,Stanley,6,36
2,17,Kelly,5,53
2,17,Angela,4,41
2,17,Kevin,4,28
2,17,Toby,4,22
2,17,Overhead,1,5
2,17,Speaker,2,18
2,17,Crowd,8,4
2,17,Meredith,1,6
2,18,Pam,26,225
2,18,Jim,24,223
2,18,Michael,81,1204
2,18,Dwight,27,338
2,18,Toby,13,76
2,18,Kevin,7,73
2,18,Stanley,9,133
2,18,Melissa,17,130
2,18,Meredith,2,39
2,18,Angela,10,107
2,18,Kelly,8,72
2,18,Sasha,8,32
2,18,Ryan,12,70
2,18,Abby,19,89
2,18,Jake,27,129
2,18,Creed,5,24
2,18,Kids,2,3
2,18,Chet,2,9
2,18,Oscar,4,24
2,18,Darryl,5,39
2,18,Roy,3,22
2,18,Phyllis,1,3
2,19,Michael,99,1366
2,19,Oscar,7,31
2,19,Ryan,10,73
2,19,Toby,8,62
2,19,Jim,23,201
2,19,Pam,26,179
2,19,Meredith,1,5
2,19,Kevin,15,93
2,19,Dwight,46,472
2,19,Phyllis,2,16
2,19,Angela,13,93
2,19,Jan,5,24
2,19,Stanley,3,18
2,19,Kelly,4,51
2,19,Carol,4,22
2,20,Dwight,92,1052
2,20,Jim,26,221
2,20,Kevin,7,19
2,20,Pam,25,348
2,20,Kelly,9,184
2,20,Ryan,7,49
2,20,Michael,62,1177
2,20,Oscar,8,60
2,20,Phyllis,7,27
2,20,Creed,2,17
2,20,Stanley,9,50
2,20,Pam/Jim,1,7
2,20,Angela,8,48
2,20,Toby,9,96
2,20,Linda,5,32
2,20,Hank,5,32
2,20,Meredith,2,74
2,20,Jan,1,16
2,20,Man,1,5
2,20,Sheriff,8,74
2,21,Kevin,5,26
2,21,Pam,26,230
2,21,Jim,37,397
2,21,Phyllis,15,106
2,21,Angela,12,102
2,21,Michael,95,1583
2,21,Dwight,50,510
2,21,Ryan,5,19
2,21,Oscar,9,109
2,21,Toby,22,232
2,21,Photographer,14,75
2,21,Creed,3,41
2,21,Kelly,2,18
2,21,Anglea,1,4
2,21,Stanley,4,15
2,21,Meredith,1,1
2,22,Michael,112,1347
2,22,Jim,53,436
2,22,Dwight,40,380
2,22,Pam,46,398
2,22,Roy,11,83
2,22,Jan,40,269
2,22,Oscar,5,33
2,22,Angela,5,44
2,22,Creed,4,64
2,22,Kevin,16,120
2,22,Kelly,1,29
2,22,Toby,5,76
2,22,Phyllis,8,42
2,22,Darryl,11,91
2,22,Carol,30,138
2,22,Billy,4,29
2,22,Stanley,3,15
2,22,Dealer,5,39
2,22,Meredith,3,22
2,22,Ryan,1,19
2,22,Bob,2,23
3,01,Ryan,1,49
3,01,Jim,13,152
3,01,Pam,12,112
3,01,Dwight,18,154
3,01,Michael,62,1149
3,01,Toby,10,108
3,01,Oscar,17,226
3,01,Angela,4,42
3,01,Andy,8,156
3,01,Josh,1,47
3,01,Karen,1,25
3,01,Roy,4,56
3,01,Stanley,1,45
3,01,Kelly,1,11
3,01,Jan,12,135
3,01,Phyllis,3,32
3,01,Meredith,2,9
3,02,Michael,117,1400
3,02,Pam,29,197
3,02,Ryan,8,31
3,02,Angela,10,96
3,02,Dwight,40,222
3,02,Kelly,8,106
3,02,Creed,2,27
3,02,Meredith,1,6
3,02,Josh,27,230
3,02,Jim,32,276
3,02,Kevin,3,19
3,02,Toby,6,33
3,02,Jan,15,100
3,02,Ted,1,4
3,02,Waiter,1,6
3,02,Phyllis,2,23
3,02,Stanley,1,11
3,02,Evan,6,41
3,02,Alan,8,74
3,02,Guy,2,12
3,03,Michael,82,781
3,03,Dwight,77,669
3,03,Pam,20,222
3,03,Kevin,5,36
3,03,Jan,28,200
3,03,Angela,13,118
3,03,Jim,17,173
3,03,Kelly,8,64
3,03,Andy,10,57
3,03,Karen,8,35
3,03,Phyllis,5,14
3,03,Roy,2,4
3,03,Josh,8,65
3,03,Stanley,3,16
3,03,Creed,3,43
3,03,Ryan,1,10
3,04,Michael,106,1640
3,04,Ryan,7,150
3,04,Dwight,40,459
3,04,Pam,34,456
3,04,Jan,17,144
3,04,Kelly,5,45
3,04,Phyllis,3,16
3,04,Josh,3,27
3,04,Karen,15,102
3,04,Jim,17,191
3,04,Andy,4,31
3,04,Creed,6,53
3,04,Angela,7,40
3,04,Stanley,6,29
3,04,Roy,15,116
3,04,Kevin,9,88
3,04,Toby,10,146
3,04,Meredith,1,8
3,04,Hannah,2,13
3,04,Man,1,9
3,05,Dwight,56,816
3,05,Ryan,43,495
3,05,Jan,11,83
3,05,Michael,42,530
3,05,Pam,54,388
3,05,Karen,13,98
3,05,Jim,47,316
3,05,Andy,8,80
3,05,Announcer,1,25
3,05,Stanley,9,98
3,05,Kelly,6,57
3,05,Phyllis,2,10
3,05,Bob,2,9
3,05,Angela,4,20
3,05,Kevin,4,11
3,05,Toby,1,1
3,06,Kelly,20,195
3,06,Michael,77,1205
3,06,Pam,26,164
3,06,Phyllis,2,23
3,06,Meredith,2,21
3,06,Dwight,8,74
3,06,Kevin,9,102
3,06,Roy,1,7
3,06,Angela,10,94
3,06,Stanley,1,4
3,06,Jim,20,135
3,06,Karen,15,61
3,06,Tony,2,23
3,06,Andy,18,170
3,06,Creed,1,8
3,06,Toby,2,12
3,06,Josh,2,28
3,06,Carol,19,108
3,06,Server,1,3
3,06,Ryan,12,59
3,06,Girls,1,3
3,06,Overhead,1,39
3,06,Crowd,2,1
3,06,Jan,12,97
3,07,Karen,9,104
3,07,Jim,21,293
3,07,Dwight,38,260
3,07,Michael,67,695
3,07,Jan,32,348
3,07,Andy,5,24
3,07,Pam,22,183
3,07,Toby,3,55
3,07,Angela,7,45
3,07,Ryan,7,129
3,07,Kelly,2,44
3,07,Stanley,1,23
3,07,Roy,4,59
3,07,Kevin,12,55
3,07,Darryl,4,29
3,07,Josh,12,74
3,07,Phyllis,8,52
3,07,Dwight:,1,13
3,08,Jim,81,466
3,08,Andy,55,448
3,08,Karen,30,189
3,08,Pam,45,355
3,08,Toby,16,73
3,08,Dwight,84,609
3,08,Michael,148,1805
3,08,Hannah,12,53
3,08,Tony,22,122
3,08,Kevin,21,141
3,08,Martin,7,31
3,08,Ryan,11,63
3,08,Kelly,6,59
3,08,Meredith,11,48
3,08,Video,2,0
3,08,Angela,7,37
3,08,Creed,2,10
3,08,Phyllis,8,60
3,08,Stanley,4,51
3,08,Jan,6,52
3,09,Pam,16,89
3,09,Hannah,5,10
3,09,Stanley,2,5
3,09,Michael,54,1155
3,09,Karen,10,47
3,09,Jim,31,302
3,09,Angela,10,97
3,09,Jan,7,59
3,09,Kevin,13,75
3,09,Andy,17,208
3,09,Dwight,4,60
3,09,Martin,11,190
3,09,Meredith,1,5
3,09,Ryan,3,10
3,09,Creed,2,22
3,09,Phyllis,1,5
3,09,Toby,4,75
3,10,Dwight,62,621
3,10,Pam,57,419
3,10,Jim,45,459
3,10,Toby,15,104
3,10,Phyllis,15,85
3,10,Creed,4,73
3,10,Michael,115,1523
3,10,Kevin,15,137
3,10,Andy,28,296
3,10,Carol,18,98
3,10,Stanley,5,58
3,10,Angela,51,659
3,10,Karen,35,282
3,10,Meredith,3,10
3,10,Kelly,19,209
3,10,Ryan,22,173
3,10,Waitress,1,6
3,10,Roy,6,44
3,10,Chef,2,15
3,10,Cindy,2,14
3,10,Hannah,2,12
3,10,Man,1,2
3,10,Darryl,3,41
3,10,Everybody,1,3
3,10,Both,2,15
3,10,Oscar,1,2
3,11,Jim,33,243
3,11,Dwight,39,414
3,11,Karen,9,110
3,11,Phyllis,5,68
3,11,Andy,10,76
3,11,Michael,100,1493
3,11,Pam,43,399
3,11,Stanley,10,93
3,11,Angela,7,65
3,11,Everybody,2,7
3,11,Packer,7,60
3,11,Roy,7,64
3,11,Darryl,6,38
3,11,Kevin,10,104
3,11,Toby,9,91
3,11,Jan,14,231
3,11,Creed,4,51
3,11,Kelly,2,16
3,11,Ryan,2,40
3,11,Someone,2,8
3,11,Meredith,2,33
3,12,Michael,48,525
3,12,Harvey,7,42
3,12,Jim,29,286
3,12,Pam,9,37
3,12,Kevin,4,40
3,12,Angela,13,147
3,12,Andy,29,613
3,12,Dwight,33,433
3,12,Phyllis,10,77
3,12,Karen,15,74
3,12,Stanley,8,73
3,12,Ryan,8,60
3,12,Buyer,2,25
3,12,Kenny,1,17
3,12,Julius,3,13
3,12,Guy,1,1
3,12,Man,5,40
3,12,Phone,1,10
3,12,Kelly,2,18
3,12,Jan,1,30
3,13,Dwight,24,219
3,13,Andy,39,447
3,13,Jim,23,109
3,13,Michael,45,509
3,13,Oscar,11,87
3,13,Kevin,3,22
3,13,Angela,14,111
3,13,Pam,9,46
3,13,MIchael,1,71
3,13,Lady,2,8
3,13,Karen,3,34
3,13,Ryan,3,14
3,13,Phyllis,3,37
3,13,Stanley,2,8
3,13,Paris,6,55
3,13,Everybody,1,1
3,13,Creed,2,9
3,13,Meredith,2,4
3,13,Marcy,3,22
3,14,Michael,77,1043
3,14,Dwight,29,199
3,14,Pam,30,249
3,14,Jim,25,174
3,14,Angela,5,30
3,14,Karen,15,149
3,14,Packer,12,106
3,14,Meredith,2,8
3,14,Ryan,6,31
3,14,Elizabeth,17,85
3,14,Stanley,1,2
3,14,Kevin,3,26
3,14,Roy,1,27
3,14,Jan,6,40
3,14,Kelly,3,37
3,15,Jim,19,169
3,15,Dwight,25,270
3,15,Michael,49,923
3,15,Photographer,1,28
3,15,Phyllis,15,99
3,15,Pam,15,105
3,15,Stanley,2,4
3,15,Karen,4,42
3,15,Angela,3,25
3,15,Kevin,4,82
3,15,Toby,2,5
3,15,Kelly,6,68
3,15,Meredith,1,11
3,15,Crowd,3,1
3,15,Priest,4,33
3,15,Roy,9,107
3,15,Randy,2,13
3,15,Unknown,1,2
3,15,Women,1,4
3,16,Michael,58,1164
3,16,Kevin,7,32
3,16,Ryan,16,154
3,16,Dwight,25,329
3,16,Roy,8,70
3,16,Pam,29,184
3,16,Jim,20,172
3,16,Kelly,11,129
3,16,Karen,6,22
3,16,Stanley,2,13
3,16,Angela,5,29
3,16,Toby,3,60
3,16,Creed,8,16
3,16,Meredith,12,71
3,16,Woman,4,6
3,16,Kenny,3,46
3,16,Oscar,9,63
3,16,Gil,4,34
3,16,Artist,1,3
3,17,Michael,85,932
3,17,Dwight,35,256
3,17,Jim,22,194
3,17,Pam,24,242
3,17,Kevin,12,56
3,17,Jan,47,531
3,17,Roy,24,190
3,17,Rachel,11,67
3,17,Kelly,4,27
3,17,Kenny,7,18
3,17,Everyone,1,1
3,17,Angela,3,12
3,17,David,8,58
3,17,Bartender,1,2
3,17,Man,1,7
3,17,Karen,14,177
3,17,Ryan,12,90
3,17,Creed,2,27
3,17,Toby,5,17
3,17,Child,2,13
3,17,Waiter,3,21
3,17,Meredith,2,7
3,17,Stanley,5,42
3,17,Oscar,1,7
3,17,Melissa,6,17
3,18,Karen,16,212
3,18,Jim,41,331
3,18,Kevin,8,54
3,18,Roy,8,109
3,18,Pam,16,136
3,18,Dwight,18,330
3,18,Michael,107,1237
3,18,Jan,30,296
3,18,Toby,17,124
3,18,Oscar,4,62
3,18,Angela,11,56
3,18,Kelly,14,205
3,18,Ryan,9,55
3,18,Darryl,43,409
3,18,Phyllis,4,18
3,18,Stanley,4,36
3,18,Creed,3,63
3,18,Hunter,1,7
3,18,Andy,2,56
3,19,Andy,34,355
3,19,Pam,21,111
3,19,Jim,31,207
3,19,Dwight,70,586
3,19,Michael,101,1230
3,19,Darryl,32,427
3,19,Lonny,12,85
3,19,Madge,2,6
3,19,Kevin,22,166
3,19,Guy,1,2
3,19,Oscar,3,16
3,19,Darry,1,14
3,19,Toby,8,121
3,19,Ryan,9,70
3,19,Kelly,11,209
3,19,Karen,5,28
3,19,Everyone,2,4
3,19,Micheal,1,20
3,19,Creed,4,27
3,19,Stanley,5,47
3,19,Angela,5,39
3,19,Phyllis,3,18
3,19,Larry,2,9
3,20,Jim,73,416
3,20,Dwight,42,533
3,20,Pam,16,156
3,20,Phyllis,1,14
3,20,Stanley,1,7
3,20,Michael,68,1195
3,20,Ryan,3,105
3,20,Karen,4,20
3,20,Creed,15,330
3,20,Oscar,9,64
3,20,Angela,25,239
3,20,Kelly,25,512
3,20,Andy,52,544
3,20,Kevin,10,79
3,20,Jamie,4,17
3,20,Barbara,14,95
3,20,Denise,9,53
3,21,Jim,33,257
3,21,Dwight,46,587
3,21,Pam,33,288
3,21,Phyllis,9,80
3,21,Andy,16,272
3,21,Angela,11,133
3,21,Creed,6,79
3,21,Ryan,5,48
3,21,Michael,85,1552
3,21,Kevin,11,58
3,21,Toby,7,56
3,21,Jan,17,177
3,21,Hunter,1,4
3,21,Karen,14,140
3,21,Meredith,5,26
3,21,Kelly,7,34
3,21,Stanley,2,15
3,21,Bob,1,5
3,22,Michael,145,2192
3,22,Dwight,50,350
3,22,Pam,30,538
3,22,David,9,57
3,22,Meredith,7,63
3,22,Oscar,5,71
3,22,Toby,4,16
3,22,Kevin,6,121
3,22,Stanley,12,114
3,22,Angela,8,76
3,22,Jim,30,279
3,22,Andy,21,230
3,22,Kelly,9,57
3,22,Karen,9,41
3,22,Ryan,5,68
3,22,Phyllis,5,76
3,22,Creed,2,16
3,22,Group,6,61
3,22,All,1,1
3,22,Everyone,1,4
3,23,Michael,123,1680
3,23,David,47,520
3,23,Kevin,17,100
3,23,Jim,65,503
3,23,Meredith,6,57
3,23,Andy,30,288
3,23,Pam,51,581
3,23,Dwight,70,826
3,23,Karen,40,324
3,23,Oscar,12,81
3,23,Stanley,7,47
3,23,Kelly,7,88
3,23,Creed,3,27
3,23,Ryan,4,67
3,23,Angela,6,44
3,23,Jan,43,455
3,23,Phyllis,5,35
3,23,Hunter,6,14
3,23,Everyone,1,0
3,23,Receptionist,1,6
4,01,Michael,159,2732
4,01,Pam,84,656
4,01,Jim,53,440
4,01,Kevin,21,178
4,01,Oscar,14,82
4,01,Dwight,57,632
4,01,Stanley,10,80
4,01,Andy,10,112
4,01,Angela,50,488
4,01,Ryan,8,75
4,01,Phyllis,9,32
4,01,Kelly,7,47
4,01,Nurse,3,12
4,01,Meredith,25,168
4,01,Creed,9,73
4,01,Toby,11,108
4,01,Darryl,5,13
4,01,Intern,5,56
4,01,Jan,7,42
4,01,Elizabeth,3,4
4,01,Waitress,1,1
4,01,Someone,1,3
4,01,Pediatrician,3,47
4,02,Pam,56,329
4,02,Jim,48,372
4,02,Michael,158,2577
4,02,Toby,18,139
4,02,Angela,23,177
4,02,Dwight,74,747
4,02,Phyllis,13,113
4,02,Andy,14,135
4,02,Kevin,16,62
4,02,Kelly,24,175
4,02,Ryan,85,895
4,02,Creed,15,148
4,02,Stanley,5,27
4,02,Jan,17,130
4,02,Oscar,8,44
4,02,Amy,3,19
4,02,GPS,4,21
4,02,Ex-client,17,119
4,03,Michael,156,2191
4,03,Jim,70,517
4,03,Pam,31,280
4,03,Andy,47,592
4,03,Oscar,12,100
4,03,Kevin,17,208
4,03,Everyone,1,2
4,03,Meredith,14,97
4,03,Dwight,88,879
4,03,Kelly,12,104
4,03,Stanley,7,34
4,03,Angela,52,561
4,03,Phyllis,9,106
4,03,Ryan,7,130
4,03,sAndy,1,12
4,03,DunMiff/sys,6,66
4,03,DwightKSchrute,3,18
4,03,Jan,6,21
4,03,Darryl,9,54
4,03,Angels,1,2
4,03,All,5,7
4,03,Manager,1,18
4,03,Bartender,1,10
4,03,Man,4,26
4,03,Creed,1,17
4,03,Toby,8,52
4,04,Michael,159,1971
4,04,Pam,56,371
4,04,Micahel,1,22
4,04,Jan,40,437
4,04,Michae,1,7
4,04,Ryan,21,198
4,04,Jim,52,436
4,04,Dwight,53,683
4,04,Angela,10,57
4,04,Kevin,12,95
4,04,Nick,13,198
4,04,Mose,13,56
4,04,Stanely,2,5
4,04,Stanley,7,102
4,04,Micael,1,1
4,04,Vikram,11,51
4,04,Kelly,13,104
4,04,Darryl,10,100
4,04,Creed,7,89
4,04,Andy,25,260
4,04,Oscar,32,249
4,04,Phyllis,3,33
4,04,Toby,2,29
4,04,Meredith,1,8
4,05,Michael,87,1480
4,05,Phyllis,7,83
4,05,Andy,21,340
4,05,Jim,47,456
4,05,Pam,19,177
4,05,Stanley,1,15
4,05,Kevin,3,27
4,05,Dwight,11,115
4,05,Receptionist,1,7
4,05,Ryan,8,77
4,05,Oscar,1,20
4,05,Meredith,3,27
4,05,Creed,2,6
4,05,Angela,2,13
4,05,Darryl,10,93
4,05,Both,1,4
4,05,Everyone,3,1
4,05,Bartender,4,20
4,06,Rolando,2,17
4,06,Karen,25,252
4,06,Michael,87,1322
4,06,Dwight,44,311
4,06,Stanley,8,77
4,06,All,1,0
4,06,Jim,78,614
4,06,Pam,26,323
4,06,Oscar,12,100
4,06,Ben,4,29
4,06,Toby,10,96
4,06,Andy,12,279
4,06,Kevin,2,4
4,06,Phyllis,2,10
4,06,Angela,1,33
4,06,Meredith,1,17
4,07,Toby,16,160
4,07,Meredith,5,36
4,07,Michael,82,1344
4,07,Pam,23,151
4,07,Phyllis,4,30
4,07,Jim,69,545
4,07,Dwight,35,375
4,07,Angela,7,99
4,07,Kelly,1,1
4,07,Oscar,7,67
4,07,Creed,12,100
4,07,Andy,7,50
4,07,Kevin,2,30
4,07,Stanley,2,29
4,07,Everybody,1,16
4,08,Oscar,4,25
4,08,Michael,86,1059
4,08,Kevin,4,22
4,08,Pam,25,235
4,08,Jan,30,342
4,08,Ryan,10,122
4,08,Lester,23,331
4,08,Darryl,3,6
4,08,Jim,27,194
4,08,Kelly,13,109
4,08,Diane,10,131
4,08,Toby,4,85
4,08,Man,5,41
4,08,Meredith,1,3
4,08,Dwight,5,87
4,08,David,3,8
4,08,Creed,3,12
4,08,Stanley,3,16
4,08,Phyllis,3,16
4,08,Angela,1,4
4,08,Andy,6,59
4,09,Stanley,1,3
4,09,Phyllis,1,12
4,09,Michael,101,1336
4,09,Jim,42,349
4,09,Dwight,18,256
4,09,Andy,14,111
4,09,Jan,90,929
4,09,Pam,35,263
4,09,Angela,14,96
4,09,All,1,1
4,09,Michae,1,7
4,09,Woman,5,16
4,09,Officer,1,4
4,09,Neighbor,1,5
4,10,Pam,42,366
4,10,Jim,26,214
4,10,Oscar,2,18
4,10,Andy,14,186
4,10,Kevin,20,212
4,10,Michael,100,1611
4,10,Creed,3,27
4,10,Phyllis,9,70
4,10,Angela,4,13
4,10,Dwight,22,288
4,10,Stanley,1,12
4,10,Margaret,8,42
4,10,Paul,2,23
4,10,Michael/Dwight,1,49
4,10,Kelly,7,67
4,10,Toby,1,45
4,11,Pam,17,157
4,11,Michael,104,1115
4,11,Dwight,48,351
4,11,Jim,43,464
4,11,Oscar,8,54
4,11,Angela,5,24
4,11,Ryan,70,612
4,11,Stanley,6,82
